param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
alpha_,accuracy,-0.25608726952573124,0.7740744127376185,0.12265947436484793,-0.4964954216434472,-0.01567911740801528,0.608660023016106,0.9844431600516557,0.0,-2.0877903712843677,0.03681674851456674,4.76349396963344
alpha_,attack.init.eps,0.5022834788473226,1.6524903925641576,0.049106674308164004,0.4060361658027828,0.5985307918918624,1.5008568311686588,1.8194436942999654,0.0,10.228415707716085,1.4791937697920007e-24,79.16146322390836
alpha_,data.sample.random_state,0.08730515936139185,1.091229627850941,0.03432568438190725,0.020028054228164616,0.1545822644946191,1.020229961389396,1.1671702907823267,0.0,2.5434353584923595,0.010976836541417937,6.509393851605605
alpha_,model.trainer.batch_size,-1.0527625084691966e-05,0.9999894724303305,8.38788400636329e-06,-2.696757564366355e-05,5.91232547427962e-06,0.9999730327879781,1.000005912342952,0.0,-1.2550990305427931,0.2094428123659214,2.2553717200740437
alpha_,model.trainer.nb_epoch,-7.648043248579797e-05,0.999923522492068,0.0007543216661498124,-0.0015549237308976765,0.0014019628659260807,0.9984462845366711,1.0014029460752856,0.0,-0.10138968018268289,0.9192411282799875,0.12148474703586916
alpha_,predict_proba_time,0.32729793508585414,1.3872147155535168,0.05730513776328999,0.21498192894069956,0.4396139412310087,1.2398394915506428,1.552107897967873,0.0,5.711493730942972,1.1198882348398957e-08,26.41207000100174
alpha_,train_time,0.0009868180421829813,1.0009873051073088,4.092945024531236e-05,0.0009065977937951449,0.0010670382905708176,1.000907008877795,1.0010676077784646,0.0,24.110219811613554,1.953069273255773e-128,424.2410530246167
alpha_,Intercept,-2.812386337574145,0.06006149424248707,0.0798854994146376,-2.9689590393138303,-2.65581363583446,0.05135674286680414,0.07024166427369054,0.0,-35.20521694402558,1.6638252423982122e-271,899.5080098045332
beta_,Intercept,1.6649169540554358,5.285234314259238,0.042080720232746296,1.582440257955747,1.7473936501551246,4.866817622834382,5.739623696923132,0.0,39.564839785223874,0.0,inf
