systime, gpstime, latitude, longitude, altitude, speed, heading, hpdop, vdop, pdop
1411812913.76633, 1411812910.00, 41.169193, -8.597442, 174.2, 0.072, 142.2200, 1.0, 1.4, 1.7
1411812914.68746, 1411812912.00, 41.169195, -8.597440, 174.0, 0.051, 153.4300, 0.9, 1.3, 1.6
1411812915.69700, 1411812913.00, 41.169195, -8.597440, 173.9, 0.057, 143.1100, 1.0, 1.4, 1.7
1411812916.75306, 1411812913.00, 41.169195, -8.597440, 173.8, 0.057, 143.1100, 1.0, 1.4, 1.7
1411812918.70396, 1411812916.00, 41.169195, -8.597440, 174.0, 0.072, 179.4600, 0.9, 1.3, 1.6
1411812919.67492, 1411812917.00, 41.169193, -8.597440, 173.9, 0.087, 166.0000, 1.0, 1.4, 1.7
1411812920.20170, 1411812917.00, 41.169193, -8.597440,, 0.087, 166.0000,,,
1411812920.78474, 1411812918.00, 41.169193, -8.597440, 173.9, 0.093, 165.7800, 1.0, 1.4, 1.7
1411812921.78053, 1411812919.00, 41.169193, -8.597440, 173.8, 0.087, 161.6400, 1.0, 1.4, 1.7
1411812923.78791, 1411812921.00, 41.169193, -8.597440, 173.7, 0.041, 147.6600, 1.0, 1.4, 1.7
1411812924.79170, 1411812922.00, 41.169195, -8.597440, 173.7, 0.036, 133.1500, 1.6, 2.1, 2.6
1411812925.76649, 1411812923.00, 41.169195, -8.597440, 173.5, 0.036, 91.8600, 1.6, 2.1, 2.6
1411812926.79444, 1411812924.00, 41.169197, -8.597438, 173.3, 0.041, 92.5200, 1.6, 2.1, 2.6
1411812928.76103, 1411812925.00, 41.169197, -8.597438, 173.1, 0.051, 135.6000, 1.6, 2.1, 2.6
1411812929.78539, 1411812927.00, 41.169198, -8.597438, 173.0, 0.067, 140.8400, 1.6, 2.1, 2.6
1411812930.76849, 1411812928.00, 41.169198, -8.597438, 172.9, 0.046, 132.0400, 1.6, 2.1, 2.6
1411812931.78697, 1411812929.00, 41.169198, -8.597438, 172.9, 0.093, 155.9100, 1.6, 2.1, 2.6
1411812933.73660, 1411812930.00, 41.169198, -8.597438, 172.9, 0.082, 136.3600, 1.0, 1.4, 1.7
1411812934.81541, 1411812932.00, 41.169198, -8.597438, 173.0, 0.087, 146.4600, 1.0, 1.4, 1.7
1411812935.77896, 1411812933.00, 41.169197, -8.597440, 173.4, 0.057, 145.1800, 1.0, 1.4, 1.7
1411812936.78677, 1411812934.00, 41.169195, -8.597440, 173.6, 0.021, 105.3800, 1.0, 1.4, 1.7
1411812938.79757, 1411812936.00, 41.169195, -8.597440, 173.7, 0.041, 99.9800, 1.0, 1.4, 1.7
1411812939.77837, 1411812937.00, 41.169197, -8.597440, 173.6, 0.046, 128.4200, 1.0, 1.4, 1.7
1411812940.67600, 1411812938.00, 41.169197, -8.597440, 173.4, 0.067, 150.4200, 1.0, 1.4, 1.7
1411812941.21137, 1411812938.00, 41.169197, -8.597440,, 0.067, 150.4200,,,
1411812941.78628, 1411812939.00, 41.169198, -8.597438, 173.2, 0.062, 145.8100, 1.0, 1.4, 1.7
1411812943.77677, 1411812941.00, 41.169200, -8.597437, 172.5, 0.057, 118.3200, 1.0, 1.4, 1.7
1411812944.81175, 1411812942.00, 41.169203, -8.597435, 172.0, 0.036, 94.4800, 1.0, 1.4, 1.7
1411812945.80378, 1411812943.00, 41.169205, -8.597433, 171.5, 0.051, 123.5100, 1.0, 1.4, 1.7
1411812946.78251, 1411812944.00, 41.169207, -8.597433, 171.0, 0.067, 153.8700, 1.0, 1.4, 1.7
1411812948.69906, 1411812946.00, 41.169208, -8.597430, 170.2, 0.046, 119.5100, 1.0, 1.4, 1.7
1411812949.75053, 1411812946.00, 41.169208, -8.597430, 169.7, 0.046, 119.5100, 1.0, 1.4, 1.7
1411812950.72004, 1411812948.00, 41.169212, -8.597428, 169.3, 0.046, 109.2200, 1.0, 1.4, 1.7
1411812951.76980, 1411812949.00, 41.169213, -8.597427, 169.1, 0.051, 128.8100, 1.0, 1.4, 1.7
1411812953.79476, 1411812951.00, 41.169213, -8.597427, 169.1, 0.077, 144.2700, 1.0, 1.4, 1.7
1411812954.79363, 1411812952.00, 41.169212, -8.597427, 169.2, 0.093, 167.9400, 1.0, 1.4, 1.7
1411812955.76473, 1411812953.00, 41.169212, -8.597427, 169.3, 0.072, 159.5200, 1.0, 1.4, 1.7
1411812956.78131, 1411812954.00, 41.169212, -8.597427, 169.4, 0.093, 187.3300, 1.0, 1.4, 1.7
1411812958.76475, 1411812955.00, 41.169210, -8.597427, 169.6, 0.082, 186.0600, 1.0, 1.4, 1.7
1411812959.79840, 1411812957.00, 41.169210, -8.597427, 169.6, 0.087, 184.5000, 1.0, 1.4, 1.7
1411812960.78183, 1411812958.00, 41.169208, -8.597427, 169.8, 0.072, 177.0000, 1.0, 1.4, 1.7
1411812961.80970, 1411812959.00, 41.169208, -8.597427, 169.8, 0.072, 174.9800, 1.0, 1.4, 1.7
1411812963.75792, 1411812960.00, 41.169208, -8.597427, 169.6, 0.072, 175.0900, 1.6, 2.1, 2.7
1411812964.79897, 1411812962.00, 41.169210, -8.597425, 169.5, 0.067, 161.0400, 1.6, 2.1, 2.7
1411812965.79078, 1411812963.00, 41.169210, -8.597425, 169.4, 0.072, 168.6700, 1.6, 2.1, 2.7
1411812966.79057, 1411812964.00, 41.169210, -8.597425, 169.3, 0.072, 168.2800, 1.6, 2.1, 2.7
1411812968.74798, 1411812965.00, 41.169212, -8.597425, 169.3, 0.062, 163.3500, 1.0, 1.4, 1.7
1411812969.79154, 1411812967.00, 41.169212, -8.597425, 169.3, 0.051, 168.1400, 1.0, 1.4, 1.7
1411812970.69585, 1411812968.00, 41.169212, -8.597425, 169.3, 0.041, 159.8100, 1.0, 1.4, 1.7
1411812971.75466, 1411812968.00, 41.169212, -8.597425, 169.3, 0.041, 159.8100, 1.0, 1.4, 1.7
1411812973.79392, 1411812971.00, 41.169208, -8.597425, 169.9, 0.072, 176.8900, 1.0, 1.4, 1.7
1411812974.81131, 1411812972.00, 41.169207, -8.597427, 170.2, 0.077, 176.8800, 1.0, 1.4, 1.7
1411812975.80934, 1411812973.00, 41.169205, -8.597427, 170.4, 0.062, 171.7100, 1.0, 1.4, 1.7
1411812976.78838, 1411812974.00, 41.169205, -8.597427, 170.6, 0.077, 193.0700, 1.0, 1.4, 1.7
1411812978.80464, 1411812976.00, 41.169205, -8.597427, 170.4, 0.031, 171.0000, 1.0, 1.4, 1.7
1411812979.80908, 1411812977.00, 41.169207, -8.597427, 170.1, 0.041, 164.8600, 1.0, 1.4, 1.7
1411812980.82422, 1411812978.00, 41.169207, -8.597425, 169.9, 0.072, 126.4700, 1.0, 1.4, 1.7
1411812981.80501, 1411812979.00, 41.169208, -8.597425, 169.6, 0.057, 115.0400, 1.0, 1.4, 1.7
1411812983.74342, 1411812981.00, 41.169212, -8.597422, 169.1, 0.067, 139.5400, 1.0, 1.4, 1.7
1411812984.78492, 1411812982.00, 41.169212, -8.597422, 168.8, 0.057, 142.2900, 1.0, 1.4, 1.7
1411812985.80554, 1411812983.00, 41.169213, -8.597422, 168.6, 0.067, 155.7900, 1.0, 1.4, 1.7
1411812986.78850, 1411812984.00, 41.169213, -8.597420, 168.5, 0.062, 149.7200, 1.0, 1.4, 1.7
1411812988.75082, 1411812985.00, 41.169213, -8.597420, 168.2, 0.057, 137.2500, 1.0, 1.4, 1.7
1411812989.77723, 1411812987.00, 41.169215, -8.597420, 168.3, 0.077, 154.7700, 1.0, 1.4, 1.7
1411812990.79734, 1411812988.00, 41.169215, -8.597420, 168.2, 0.057, 141.8600, 1.0, 1.4, 1.7
1411812991.79488, 1411812989.00, 41.169215, -8.597420, 168.3, 0.062, 144.2700, 1.0, 1.4, 1.7
1411812993.79977, 1411812991.00, 41.169213, -8.597420, 168.5, 0.057, 147.4800, 1.0, 1.4, 1.7
1411812994.82183, 1411812992.00, 41.169213, -8.597420, 168.7, 0.057, 145.4500, 1.0, 1.4, 1.7
1411812995.81306, 1411812993.00, 41.169213, -8.597420, 168.8, 0.057, 151.7800, 1.0, 1.4, 1.7
1411812996.79557, 1411812994.00, 41.169212, -8.597422, 169.0, 0.062, 150.7000, 1.0, 1.4, 1.7
1411812998.81080, 1411812996.00, 41.169212, -8.597422, 169.3, 0.062, 151.5500, 1.0, 1.4, 1.7
1411812999.79388, 1411812997.00, 41.169212, -8.597422, 169.5, 0.067, 159.3300, 1.0, 1.4, 1.7
1411813000.78681, 1411812998.00, 41.169210, -8.597423, 169.6, 0.057, 164.0000, 1.0, 1.4, 1.7
1411813001.79078, 1411812999.00, 41.169210, -8.597423, 169.6, 0.051, 154.6200, 1.0, 1.4, 1.7
1411813003.81363, 1411813001.00, 41.169210, -8.597423, 169.8, 0.051, 158.8700, 1.0, 1.4, 1.7
1411813004.80486, 1411813002.00, 41.169210, -8.597425, 169.9, 0.051, 140.9200, 1.0, 1.4, 1.7
1411813005.79860, 1411813003.00, 41.169210, -8.597423, 169.8, 0.051, 136.4000, 1.0, 1.4, 1.7
1411813006.80730, 1411813004.00, 41.169212, -8.597423, 169.7, 0.051, 124.3500, 1.0, 1.4, 1.7
1411813008.20057, 1411813005.00, 41.169212, -8.597423, 169.5, 0.046, 102.3900, 1.0, 1.4, 1.7
1411813008.79657, 1411813006.00, 41.169213, -8.597423, 169.4, 0.057, 128.3400, 1.0, 1.4, 1.7
1411813009.80669, 1411813007.00, 41.169213, -8.597423, 169.3, 0.046, 119.2700, 1.0, 1.4, 1.7
1411813010.80901, 1411813008.00, 41.169213, -8.597423, 169.2, 0.057, 138.3200, 1.0, 1.4, 1.7
1411813011.80700, 1411813009.00, 41.169213, -8.597423, 169.3, 0.057, 148.7900, 1.0, 1.4, 1.7
1411813013.76944, 1411813010.00, 41.169213, -8.597423, 169.4, 0.087, 164.2000, 1.0, 1.4, 1.7
1411813014.81751, 1411813012.00, 41.169213, -8.597423, 169.5, 0.087, 169.7300, 1.0, 1.4, 1.7
1411813015.78508, 1411813013.00, 41.169213, -8.597425, 169.5, 0.067, 173.0900, 1.0, 1.4, 1.7
1411813016.79563, 1411813014.00, 41.169213, -8.597425, 169.5, 0.067, 169.9300, 1.0, 1.4, 1.7
1411813018.78367, 1411813016.00, 41.169213, -8.597425, 169.6, 0.072, 167.7900, 1.0, 1.4, 1.7
1411813019.82198, 1411813017.00, 41.169213, -8.597425, 169.5, 0.057, 169.4600, 1.0, 1.4, 1.7
1411813020.78850, 1411813018.00, 41.169215, -8.597425, 169.5, 0.072, 177.3100, 1.0, 1.4, 1.7
1411813021.80547, 1411813019.00, 41.169215, -8.597425, 169.5, 0.051, 171.5800, 1.0, 1.4, 1.7
1411813023.80506, 1411813021.00, 41.169215, -8.597425, 169.5, 0.067, 173.2000, 1.0, 1.4, 1.7
1411813024.70048, 1411813022.00, 41.169215, -8.597425, 169.4, 0.293, 189.0100, 1.0, 1.4, 1.7
1411813025.75318, 1411813022.00, 41.169215, -8.597425, 169.2, 0.293, 189.0100, 1.0, 1.4, 1.7
1411813026.79774, 1411813024.00, 41.169213, -8.597427, 169.1, 0.108, 175.0600, 1.0, 1.4, 1.7
1411813028.80756, 1411813026.00, 41.169212, -8.597425, 168.9, 0.123, 165.0100, 0.9, 1.3, 1.6
1411813029.80451, 1411813027.00, 41.169212, -8.597425, 168.6, 0.304, 170.5700, 0.9, 1.3, 1.6
1411813030.83538, 1411813028.00, 41.169208, -8.597423, 168.6, 0.597, 176.6600, 0.9, 1.3, 1.6
1411813031.79669, 1411813029.00, 41.169203, -8.597422, 168.2, 0.895, 167.7900, 0.9, 1.3, 1.6
1411813033.79464, 1411813031.00, 41.169180, -8.597415, 167.6, 1.518, 170.1000, 0.9, 1.3, 1.6
1411813034.82948, 1411813032.00, 41.169170, -8.597412, 167.2, 0.962, 172.3900, 0.9, 1.3, 1.6
1411813035.83656, 1411813033.00, 41.169167, -8.597410, 166.9, 0.201, 180.8900, 0.9, 1.3, 1.6
1411813036.71403, 1411813034.00, 41.169167, -8.597410, 166.7, 0.051, 188.9700, 0.9, 1.3, 1.6
1411813038.18386, 1411813035.00, 41.169167, -8.597410, 166.6, 0.057, 191.9900, 0.9, 1.3, 1.6
1411813038.86684, 1411813036.00, 41.169168, -8.597410, 166.5, 0.041, 170.3800, 0.9, 1.3, 1.6
1411813039.81245, 1411813037.00, 41.169167, -8.597408, 166.3, 0.473, 177.4900, 0.9, 1.3, 1.6
1411813040.83062, 1411813038.00, 41.169157, -8.597408, 166.1, 1.909, 178.7800, 0.9, 1.3, 1.6
1411813041.79863, 1411813039.00, 41.169137, -8.597408, 166.0, 2.891, 183.9000, 0.9, 1.3, 1.6
1411813043.80902, 1411813041.00, 41.169070, -8.597417, 166.2, 4.193, 187.2900, 0.9, 1.3, 1.6
1411813044.72727, 1411813042.00, 41.169032, -8.597418, 165.8, 5.062, 181.5200, 0.9, 1.3, 1.6
1411813045.70255, 1411813043.00, 41.168983, -8.597418, 165.6, 5.767, 181.8400, 0.9, 1.3, 1.6
1411813046.77487, 1411813043.00, 41.168983, -8.597418, 165.6, 5.767, 181.8400, 0.9, 1.3, 1.6
1411813048.76677, 1411813046.00, 41.168808, -8.597432, 165.5, 7.099, 186.5700, 1.0, 1.5, 1.8
1411813049.67954, 1411813047.00, 41.168742, -8.597445, 165.5, 7.784, 191.5000, 1.0, 1.5, 1.8
1411813050.22317, 1411813047.00, 41.168742, -8.597445,, 7.784, 191.5000,,,
1411813050.80404, 1411813048.00, 41.168670, -8.597468, 166.0, 8.360, 193.5400, 1.0, 1.5, 1.8
1411813051.78293, 1411813049.00, 41.168595, -8.597493, 166.6, 8.473, 194.4500, 1.0, 1.5, 1.8
1411813053.80506, 1411813051.00, 41.168448, -8.597548, 167.9, 8.247, 198.0600, 1.0, 1.5, 1.8
1411813054.71441, 1411813052.00, 41.168375, -8.597580, 168.8, 8.375, 198.0100, 1.2, 1.5, 1.9
1411813055.77581, 1411813052.00, 41.168375, -8.597580, 169.5, 8.375, 198.0100, 1.0, 1.5, 1.8
1411813056.82640, 1411813054.00, 41.168232, -8.597655, 170.3, 8.442, 201.1900, 0.9, 1.3, 1.6
1411813058.80955, 1411813056.00, 41.168085, -8.597732, 172.5, 8.581, 199.5300, 1.0, 1.4, 1.8
1411813059.82052, 1411813057.00, 41.168015, -8.597765, 172.1, 8.509, 199.2900, 1.0, 1.4, 1.8
1411813060.82001, 1411813058.00, 41.167945, -8.597800, 171.8, 8.504, 199.5300, 1.0, 1.4, 1.8
1411813061.80903, 1411813059.00, 41.167872, -8.597838, 172.3, 8.632, 200.6700, 1.0, 1.4, 1.8
1411813063.78361, 1411813060.00, 41.167800, -8.597878, 172.2, 8.854, 203.8800, 1.4, 1.9, 2.4
1411813064.83785, 1411813062.00, 41.167648, -8.597955, 172.0, 9.270, 198.3300, 1.4, 1.9, 2.4
1411813065.81321, 1411813063.00, 41.167570, -8.597992, 171.8, 9.373, 198.7600, 1.4, 1.9, 2.4
1411813066.77775, 1411813064.00, 41.167490, -8.598032, 171.8, 9.337, 200.6800, 1.4, 1.9, 2.4
1411813068.79687, 1411813066.00, 41.167335, -8.598107, 171.5, 9.003, 199.4800, 1.0, 1.4, 1.8
1411813069.81523, 1411813067.00, 41.167258, -8.598137, 171.7, 8.617, 194.2700, 1.0, 1.4, 1.8
1411813070.80759, 1411813068.00, 41.167183, -8.598158, 172.5, 7.979, 192.3200, 1.0, 1.4, 1.8
1411813071.79853, 1411813069.00, 41.167118, -8.598185, 173.6, 6.590, 199.5000, 1.0, 1.4, 1.8
1411813073.79739, 1411813070.00, 41.167070, -8.598208, 173.8, 5.011, 199.5600, 0.9, 1.3, 1.6
1411813074.82200, 1411813072.00, 41.167013, -8.598237, 174.3, 1.446, 196.4800, 0.9, 1.3, 1.6
1411813075.82240, 1411813073.00, 41.167005, -8.598243, 175.0, 0.499, 191.9400, 0.9, 1.3, 1.6
1411813076.81891, 1411813074.00, 41.167005, -8.598245, 175.1, 0.087, 151.0700, 0.9, 1.3, 1.6
1411813078.78091, 1411813076.00, 41.166995, -8.598245, 175.0, 1.950, 177.5900, 0.9, 1.3, 1.6
1411813079.70778, 1411813077.00, 41.166973, -8.598235, 175.0, 3.436, 156.4800, 0.9, 1.3, 1.6
1411813080.76085, 1411813077.00, 41.166973, -8.598235, 174.7, 3.436, 156.4800, 0.9, 1.3, 1.6
1411813081.69897, 1411813079.00, 41.166925, -8.598158, 174.6, 4.769, 116.8000, 1.1, 1.3, 1.7
1411813082.23082, 1411813079.00, 41.166925, -8.598158,, 4.769, 116.8000,,,
1411813083.80386, 1411813080.00, 41.166907, -8.598103, 175.9, 5.623, 109.0000, 1.1, 1.3, 1.7
1411813084.78794, 1411813082.00, 41.166865, -8.597960, 176.6, 7.192, 110.0200, 1.4, 1.5, 2.0
1411813085.78295, 1411813083.00, 41.166840, -8.597880, 177.1, 7.197, 111.6900, 1.4, 1.5, 2.0
1411813086.83055, 1411813084.00, 41.166823, -8.597800, 176.6, 6.816, 110.4200, 1.0, 1.5, 1.8
1411813088.78672, 1411813085.00, 41.166807, -8.597725, 176.0, 6.477, 111.3300, 1.0, 1.5, 1.8
1411813089.84231, 1411813087.00, 41.166777, -8.597588, 176.5, 5.803, 114.2500, 1.0, 1.5, 1.8
1411813090.81970, 1411813088.00, 41.166768, -8.597520, 174.8, 5.577, 111.4600, 1.0, 1.5, 1.8
1411813091.82810, 1411813089.00, 41.166755, -8.597462, 173.6, 4.743, 122.1400, 1.0, 1.5, 1.8
1411813093.83452, 1411813091.00, 41.166717, -8.597397, 173.3, 3.009, 151.5200, 1.0, 1.5, 1.8
1411813094.77419, 1411813092.00, 41.166690, -8.597385, 173.9, 3.349, 172.9600, 1.0, 1.5, 1.8
1411813095.82380, 1411813093.00, 41.166653, -8.597382, 174.8, 4.301, 181.4800, 1.0, 1.5, 1.8
1411813096.79261, 1411813094.00, 41.166612, -8.597392, 175.7, 4.501, 194.2700, 1.0, 1.5, 1.8
1411813098.23097, 1411813095.00, 41.166565, -8.597408, 176.8, 5.036, 199.5400, 1.0, 1.7, 2.0
1411813098.79118, 1411813096.00, 41.166513, -8.597422, 178.0, 5.674, 192.5500, 0.9, 1.6, 1.8
1411813099.80244, 1411813097.00, 41.166452, -8.597422, 179.4, 6.621, 179.3200, 0.9, 1.6, 1.8
1411813100.67786, 1411813098.00, 41.166382, -8.597407, 180.9, 7.526, 170.9000, 0.9, 1.6, 1.8
1411813101.21244, 1411813098.00, 41.166382, -8.597407,, 7.526, 170.9000,,,
1411813101.78463, 1411813099.00, 41.166310, -8.597388, 182.4, 8.005, 167.0100, 0.9, 1.6, 1.8
1411813103.79968, 1411813101.00, 41.166155, -8.597325, 185.5, 8.586, 162.8300, 0.9, 1.6, 1.8
1411813104.79371, 1411813102.00, 41.166095, -8.597318, 185.8, 7.053, 173.7800, 1.1, 1.8, 2.1
1411813105.76535, 1411813103.00, 41.166050, -8.597347, 186.1, 6.096, 185.6300, 1.1, 1.8, 2.1
1411813106.79417, 1411813104.00, 41.166012, -8.597383, 186.8, 5.654, 191.2200, 0.9, 1.3, 1.6
1411813108.16787, 1411813105.00, 41.165982, -8.597433, 187.7, 5.067, 205.2400, 0.9, 1.3, 1.6
1411813108.86756, 1411813106.00, 41.165947, -8.597475, 188.9, 4.836, 203.6200, 0.9, 1.3, 1.6
1411813109.71668, 1411813107.00, 41.165918, -8.597508, 190.0, 3.797, 203.7000, 0.9, 1.3, 1.6
1411813110.75235, 1411813108.00, 41.165897, -8.597542, 190.8, 3.565, 215.3200, 0.9, 1.3, 1.6
1411813111.73257, 1411813109.00, 41.165882, -8.597582, 191.6, 3.107, 217.9800, 0.9, 1.3, 1.6
1411813113.70699, 1411813111.00, 41.165855, -8.597680, 191.5, 4.435, 229.5100, 0.9, 1.3, 1.6
1411813114.72795, 1411813112.00, 41.165842, -8.597735, 190.4, 4.836, 242.4700, 0.9, 1.3, 1.6
1411813115.73661, 1411813113.00, 41.165835, -8.597795, 188.7, 5.083, 246.2200, 0.9, 1.3, 1.6
1411813116.81784, 1411813114.00, 41.165828, -8.597858, 187.4, 5.345, 255.2300, 0.9, 1.3, 1.6
1411813118.82252, 1411813116.00, 41.165822, -8.598000, 185.3, 5.222, 247.7300, 0.9, 1.3, 1.6
1411813119.82575, 1411813117.00, 41.165815, -8.598065, 184.2, 5.083, 251.3800, 0.9, 1.3, 1.6
1411813120.75091, 1411813118.00, 41.165807, -8.598127, 183.3, 4.846, 246.5200, 0.9, 1.3, 1.6
1411813121.80661, 1411813119.00, 41.165797, -8.598183, 182.8, 4.661, 250.9100, 0.9, 1.3, 1.6
1411813123.77873, 1411813121.00, 41.165773, -8.598295, 182.2, 5.324, 239.7700, 0.9, 1.3, 1.6
1411813124.83280, 1411813122.00, 41.165738, -8.598353, 181.7, 6.858, 229.0400, 0.9, 1.3, 1.6
1411813125.75591, 1411813123.00, 41.165697, -8.598415, 181.4, 7.017, 229.0400, 0.9, 1.3, 1.6
1411813126.70592, 1411813124.00, 41.165648, -8.598475, 180.9, 6.899, 224.6000, 0.9, 1.3, 1.6
1411813128.70418, 1411813125.00, 41.165597, -8.598522, 180.5, 6.533, 205.4100, 0.9, 1.3, 1.6
1411813129.74029, 1411813127.00, 41.165495, -8.598578, 180.7, 4.738, 196.6200, 0.9, 1.3, 1.6
1411813130.73761, 1411813128.00, 41.165462, -8.598595, 180.6, 3.076, 193.2500, 0.9, 1.3, 1.6
1411813131.82080, 1411813129.00, 41.165438, -8.598607, 180.9, 1.991, 191.2200, 0.9, 1.3, 1.6
1411813133.82165, 1411813131.00, 41.165397, -8.598612, 180.6, 3.200, 161.8200, 0.9, 1.3, 1.6
1411813134.82479, 1411813132.00, 41.165370, -8.598590, 180.5, 4.131, 138.5200, 0.9, 1.3, 1.6
1411813135.85070, 1411813133.00, 41.165347, -8.598550, 180.3, 4.440, 115.6300, 0.9, 1.3, 1.6
1411813136.71724, 1411813134.00, 41.165337, -8.598503, 179.9, 4.116, 101.1900, 0.9, 1.3, 1.6
1411813138.82564, 1411813134.00, 41.165337, -8.598503, 179.4, 4.116, 101.1900, 0.9, 1.3, 1.6
1411813139.73826, 1411813137.00, 41.165320, -8.598353, 179.2, 4.476, 99.2500, 0.9, 1.3, 1.6
1411813140.83360, 1411813138.00, 41.165313, -8.598300, 179.1, 4.584, 99.9000, 0.9, 1.3, 1.6
1411813141.81756, 1411813139.00, 41.165308, -8.598247, 178.6, 4.656, 100.4300, 0.9, 1.3, 1.6
1411813143.82208, 1411813141.00, 41.165298, -8.598137, 177.1, 4.573, 101.1900, 0.9, 1.3, 1.6
1411813144.79963, 1411813142.00, 41.165292, -8.598082, 176.6, 4.630, 101.5000, 0.9, 1.3, 1.6
1411813145.84986, 1411813143.00, 41.165285, -8.598027, 176.1, 4.697, 100.5600, 0.9, 1.3, 1.6
1411813146.84441, 1411813144.00, 41.165280, -8.597972, 175.7, 4.599, 100.6900, 0.9, 1.3, 1.6
1411813148.75190, 1411813145.00, 41.165273, -8.597920, 175.0, 4.362, 101.3400, 0.9, 1.3, 1.6
1411813149.79085, 1411813147.00, 41.165267, -8.597818, 174.4, 4.275, 97.9700, 0.9, 1.3, 1.6
1411813150.77903, 1411813148.00, 41.165262, -8.597768, 173.8, 4.213, 101.5600, 0.9, 1.3, 1.6
1411813151.78137, 1411813149.00, 41.165255, -8.597720, 173.5, 4.136, 103.0100, 0.9, 1.3, 1.6
1411813153.75971, 1411813150.00, 41.165248, -8.597670, 172.7, 4.326, 99.6800, 0.9, 1.3, 1.6
1411813154.79343, 1411813152.00, 41.165238, -8.597563, 172.1, 4.753, 100.3200, 0.9, 1.3, 1.6
1411813155.69121, 1411813153.00, 41.165232, -8.597507, 171.6, 4.959, 100.7800, 0.9, 1.3, 1.6
1411813156.21874, 1411813153.00, 41.165232, -8.597507,, 4.959, 100.7800,,,
1411813156.77701, 1411813154.00, 41.165225, -8.597448, 171.1, 5.093, 100.1300, 0.9, 1.3, 1.6
1411813158.24325, 1411813155.00, 41.165218, -8.597387, 170.7, 5.191, 100.8500, 0.9, 1.3, 1.6
1411813159.78705, 1411813157.00, 41.165205, -8.597263, 169.8, 5.309, 100.8500, 0.9, 1.3, 1.6
1411813160.79292, 1411813158.00, 41.165198, -8.597202, 169.5, 5.252, 100.8100, 0.9, 1.3, 1.6
1411813161.77667, 1411813159.00, 41.165190, -8.597140, 169.2, 5.098, 100.8000, 0.9, 1.3, 1.6
1411813163.24181, 1411813160.00, 41.165183, -8.597082, 168.9, 5.026, 100.7400, 0.9, 1.3, 1.6
1411813164.79298, 1411813162.00, 41.165170, -8.596965, 168.1, 5.062, 100.5300, 0.9, 1.3, 1.6
1411813165.78530, 1411813163.00, 41.165165, -8.596905, 167.7, 5.108, 95.2900, 0.9, 1.3, 1.6
1411813166.77349, 1411813164.00, 41.165160, -8.596845, 167.4, 5.180, 100.3800, 0.9, 1.3, 1.6
1411813168.76605, 1411813165.00, 41.165153, -8.596782, 166.9, 5.335, 98.7800, 0.9, 1.3, 1.6
1411813169.79475, 1411813167.00, 41.165140, -8.596652, 166.6, 5.659, 101.7300, 0.9, 1.3, 1.6
1411813170.78570, 1411813168.00, 41.165128, -8.596588, 166.5, 5.448, 106.1700, 0.9, 1.3, 1.6
1411813171.77040, 1411813169.00, 41.165118, -8.596523, 166.4, 5.654, 98.9100, 0.9, 1.3, 1.6
1411813173.24195, 1411813170.00, 41.165110, -8.596455, 166.5, 5.726, 98.6400, 0.9, 1.3, 1.6
1411813174.79189, 1411813172.00, 41.165092, -8.596312, 166.1, 6.359, 101.1800, 0.9, 1.3, 1.6
1411813175.77956, 1411813173.00, 41.165078, -8.596237, 166.1, 6.631, 103.1500, 0.9, 1.3, 1.6
1411813176.77220, 1411813174.00, 41.165067, -8.596160, 165.7, 6.420, 101.9300, 0.9, 1.3, 1.6
1411813178.75535, 1411813175.00, 41.165057, -8.596085, 165.1, 6.631, 98.8100, 0.9, 1.3, 1.6
1411813179.77691, 1411813177.00, 41.165028, -8.595920, 166.0, 6.940, 100.8300, 0.9, 1.3, 1.6
1411813180.77856, 1411813178.00, 41.165018, -8.595835, 165.9, 7.387, 99.7800, 0.9, 1.3, 1.6
1411813181.77492, 1411813179.00, 41.165012, -8.595747, 165.4, 7.367, 99.5400, 0.9, 1.3, 1.6
1411813183.24869, 1411813180.00, 41.165000, -8.595658, 165.5, 7.578, 100.7300, 0.9, 1.3, 1.6
1411813183.80541, 1411813181.00, 41.164987, -8.595568, 165.5, 7.794, 101.6000, 0.9, 1.3, 1.6
1411813184.67672, 1411813182.00, 41.164973, -8.595475, 165.6, 7.912, 99.8900, 0.9, 1.3, 1.6
1411813185.20582, 1411813182.00, 41.164973, -8.595475,, 7.912, 99.8900,,,
1411813185.77748, 1411813183.00, 41.164962, -8.595385, 165.6, 7.526, 99.9600, 0.9, 1.3, 1.6
1411813186.77391, 1411813184.00, 41.164952, -8.595297, 165.7, 7.279, 99.5700, 0.9, 1.3, 1.6
1411813188.24890, 1411813185.00, 41.164942, -8.595212, 165.8, 7.032, 99.9900, 0.9, 1.3, 1.6
1411813189.78033, 1411813187.00, 41.164913, -8.595053, 165.5, 6.585, 107.3500, 0.9, 1.3, 1.6
1411813190.78880, 1411813188.00, 41.164897, -8.594982, 165.6, 6.122, 108.8600, 0.9, 1.3, 1.6
1411813191.68209, 1411813189.00, 41.164882, -8.594917, 165.4, 5.278, 107.5300, 0.9, 1.3, 1.6
1411813192.20491, 1411813189.00, 41.164882, -8.594917,, 5.278, 107.5300,,,
1411813193.75894, 1411813190.00, 41.164872, -8.594863, 165.3, 4.193, 104.2800, 0.9, 1.3, 1.6
