gpstime,altitude,speed,heading,hpdop,vdop,pdop,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,long
1411813457.00,168.8,8.241,279.2800,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.49219,0.015625,9.9219,-5.0,-39.75,-49.625,-8.593930
1411813459.00,168.9,8.195,278.9300,1.4,1.9,2.4,-0.015625,0.013672,0.0039063,-0.58594,0.015625,9.7461,-5.125,-39.75,-49.75,-8.594123
1411813461.00,168.3,8.905,280.5700,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.59766,-0.023438,9.9453,-5.125,-39.875,-49.875,-8.594327
1411813462.00,168.2,9.306,279.6200,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.69531,0.21484,10.043,-5.125,-39.625,-50.0,-8.594435
1411813463.00,168.3,9.630,281.2800,1.0,1.4,1.7,-0.019531,0.017578,0.0039063,-0.65234,-0.0078125,10.0781,-5.125,-39.5,-50.125,-8.594547
1411813464.00,168.0,9.687,279.5700,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.68359,-0.066406,10.207,-5.125,-39.375,-50.125,-8.594662
1411813466.00,168.8,10.068,279.4700,0.9,1.3,1.6,-0.019531,0.013672,0.0039063,-0.67188,0.015625,10.1719,-5.375,-39.25,-50.0,-8.594898
1411813467.00,169.6,10.520,279.6700,0.9,1.3,1.6,-0.019531,0.017578,0.0039063,-0.54688,0.039063,9.9922,-5.25,-39.125,-50.0,-8.595022
1411813468.00,170.5,10.608,276.8400,0.9,1.3,1.6,-0.015625,0.011719,0.0019531,-0.51953,0.066406,9.8711,-5.625,-39.0,-50.0,-8.595148
1411813469.00,171.4,10.675,277.4400,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.57422,-0.027344,9.8633,-5.625,-38.875,-49.875,-8.595277
1411813470.00,172.1,10.613,277.9000,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.64453,0.078125,10.0313,-5.625,-38.875,-50.0,-8.595405
1411813472.00,172.5,10.232,278.4400,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.5625,0.16797,10.1016,-5.625,-39.0,-50.25,-8.595653
1411813473.00,173.1,9.661,275.7300,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.60156,-0.15625,10.2109,-5.5,-39.125,-50.25,-8.595773
1411813474.00,173.0,9.106,275.3600,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.54688,0.0,10.1406,-5.625,-39.25,-50.375,-8.595887
1411813475.00,173.1,8.437,278.0800,1.0,1.4,1.7,-0.019531,0.013672,0.0039063,-0.48047,0.03125,10.0625,-5.5,-39.375,-50.375,-8.595992
1411813476.00,173.4,7.681,278.7500,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.41797,-0.035156,9.9805,-5.625,-39.5,-50.5,-8.596090
1411813477.00,173.7,6.775,276.1700,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.47266,0.039063,9.7383,-5.5,-39.5,-50.375,-8.596178
1411813478.00,173.2,5.587,269.9600,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.57422,0.0,9.9453,-5.625,-39.375,-50.375,-8.596252
1411813479.00,172.9,4.934,276.2800,0.9,1.3,1.6,-0.015625,0.011719,0.0019531,-0.56641,0.125,10.0313,-5.5,-39.375,-50.375,-8.596315
1411813480.00,172.5,4.085,278.0700,1.1,1.5,1.8,-0.019531,0.015625,0.0019531,-0.64453,0.027344,10.0547,-5.75,-39.375,-50.0,-8.596368
1411813482.00,172.3,3.678,282.9000,1.1,1.5,1.8,-0.017578,0.015625,0.0019531,-0.60938,-0.074219,10.2031,-5.625,-39.25,-50.0,-8.596457
1411813483.00,172.6,4.337,278.3400,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.58984,0.066406,10.207,-5.625,-39.0,-49.75,-8.596505
1411813484.00,171.9,5.386,280.8200,0.9,1.3,1.6,-0.019531,0.013672,0.0019531,-0.49219,0.0,9.9531,-5.625,-39.125,-49.5,-8.596560
1411813485.00,171.0,6.389,279.1700,0.9,1.3,1.6,-0.013672,0.0097656,0.0039063,-0.55859,0.050781,9.8438,-5.5,-39.125,-49.375,-8.596630
1411813487.00,170.8,7.660,278.6600,1.1,1.3,1.7,-0.019531,0.015625,0.0019531,-0.6875,-0.097656,9.7969,-5.25,-39.0,-49.375,-8.596797
1411813487.00,170.6,7.660,278.6600,1.3,1.5,2.0,-0.017578,0.013672,0.0019531,-0.70703,0.17578,9.9492,-4.875,-39.125,-49.375,-8.596797
1411813489.00,170.5,8.041,279.5000,1.1,1.5,1.8,-0.015625,0.013672,0.0019531,-0.625,0.11719,10.1523,-4.875,-39.0,-49.125,-8.596983
1411813490.00,171.1,8.540,279.4000,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.625,-0.12109,10.2422,-4.75,-38.875,-49.125,-8.597082
1411813492.00,170.6,9.409,278.6800,1.1,1.6,1.9,-0.015625,0.015625,0.0019531,-0.62891,0.023438,10.1992,-4.75,-38.625,-49.125,-8.597297
1411813493.00,170.1,9.409,279.6000,1.1,1.6,1.9,-0.019531,0.013672,0.0019531,-0.46094,0.035156,10.0703,-4.875,-38.5,-48.875,-8.597407
1411813494.00,169.9,9.193,279.9800,1.1,1.6,1.9,-0.015625,0.015625,0.0019531,-0.46094,0.03125,9.9727,-4.875,-38.25,-48.75,-8.597517
1411813496.00,169.1,8.509,276.5000,1.6,1.6,2.3,-0.015625,0.013672,0.0039063,-0.54297,0.0039063,9.7422,-5.125,-38.125,-48.625,-8.597727
1411813496.00,169.1,8.509,276.5000,1.1,1.3,1.7,-0.021484,0.017578,0.0019531,-0.54297,-0.042969,10.0313,-5.125,-38.0,-48.875,-8.597727
1411813498.00,169.6,6.400,276.2000,1.3,1.5,2.0,-0.017578,0.013672,0.0019531,-0.51953,0.14453,10.0898,-5.125,-38.125,-49.0,-8.597907
1411813499.00,170.3,5.078,278.8200,1.3,1.5,2.0,-0.019531,0.017578,0.0019531,-0.46875,-0.03125,10.1172,-5.25,-38.125,-49.125,-8.597975
1411813501.00,172.4,2.125,276.7300,1.3,1.5,2.0,-0.017578,0.015625,0.0019531,-0.5,-0.14063,10.2188,-5.25,-38.5,-49.25,-8.598062
1411813502.00,173.9,1.106,265.5600,1.1,1.5,1.8,-0.017578,0.015625,0.0019531,-0.53516,-0.011719,10.082,-5.5,-38.875,-49.125,-8.598082
1411813503.00,174.9,0.540,262.2400,0.9,1.3,1.6,-0.019531,0.013672,0.0039063,-0.47266,0.019531,10.082,-5.25,-39.0,-49.5,-8.598092
1411813504.00,175.9,0.098,213.9300,0.9,1.3,1.6,-0.013672,0.011719,0.0039063,-0.48828,0.035156,9.8555,-5.0,-38.875,-49.875,-8.598098
1411813506.00,179.1,0.108,154.8700,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.62109,-0.039063,9.7617,-5.0,-39.0,-50.125,-8.598102
1411813507.00,180.5,0.118,155.2700,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.59766,0.089844,9.9648,-5.125,-39.125,-50.25,-8.598103
1411813508.00,181.8,0.072,168.3700,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.57422,0.12891,10.0664,-5.25,-39.125,-50.125,-8.598103
1411813509.00,182.8,0.082,160.8400,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.625,-0.15234,10.2734,-5.125,-39.25,-50.125,-8.598103
1411813510.00,184.3,0.082,156.7300,0.9,1.3,1.6,-0.015625,0.015625,0.0019531,-0.69531,0.070313,10.1406,-5.25,-39.125,-50.0,-8.598103
1411813512.00,184.8,0.077,153.3200,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.56641,0.015625,10.1172,-5.25,-38.875,-50.25,-8.598103
1411813513.00,184.7,0.077,153.0000,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.55078,0.035156,9.9453,-5.25,-38.875,-50.125,-8.598102
1411813513.00,184.7,0.077,153.0000,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.68359,0.015625,9.8438,-5.625,-39.125,-50.0,-8.598102
1411813515.00,184.6,0.072,148.8100,1.1,1.6,1.9,-0.015625,0.013672,0.0019531,-0.63281,0.035156,9.9219,-5.625,-39.125,-50.0,-8.598102
1411813516.00,184.6,0.057,161.0500,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.64844,-0.0625,10.1016,-5.5,-38.875,-49.875,-8.598102
1411813517.00,184.2,0.046,140.8200,0.9,1.3,1.6,-0.019531,0.013672,0.0019531,-0.64844,-0.0625,10.1016,-5.75,-39.0,-49.75,-8.598102
1411813518.00,183.8,0.093,143.4200,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.54297,-0.10156,10.2383,-5.875,-38.875,-49.75,-8.598100
1411813519.00,183.4,0.062,147.7500,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.53125,0.082031,10.0859,-5.75,-38.875,-49.75,-8.598100
1411813520.00,183.1,1.559,280.2700,1.0,1.4,1.7,-0.015625,0.011719,0.0019531,-0.49609,0.019531,9.8242,-5.625,-39.0,-49.625,-8.598108
1411813521.00,182.8,4.419,282.4300,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.50391,0.011719,9.7813,-5.75,-38.875,-49.625,-8.598143
1411813522.00,183.3,5.618,283.5300,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.53516,-0.082031,9.8789,-5.5,-38.875,-49.5,-8.598203
1411813522.00,183.7,5.618,283.5300,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.49609,0.082031,10.0313,-5.375,-39.125,-49.25,-8.598203
1411813524.00,183.3,7.567,282.1800,1.1,1.6,1.9,-0.019531,0.017578,0.0019531,-0.44922,0.10156,10.0508,-5.5,-39.0,-49.25,-8.598355
1411813525.00,182.4,8.519,279.9300,1.1,1.6,1.9,-0.015625,0.015625,0.0039063,-0.55469,-0.17188,10.207,-5.5,-39.0,-49.375,-8.598450
1411813526.00,181.4,9.455,280.4000,1.1,1.6,1.9,-0.023438,0.015625,0.0039063,-0.53125,0.0039063,10.2031,-5.5,-39.25,-49.375,-8.598555
1411813527.00,181.5,10.052,279.2300,1.1,1.6,1.9,-0.015625,0.015625,0.0019531,-0.53516,-0.0039063,10.1055,-5.375,-39.25,-49.375,-8.598672
1411813528.00,180.9,10.289,281.0900,1.1,1.6,1.9,-0.017578,0.013672,0.0019531,-0.48828,0.054688,9.8438,-5.375,-39.25,-49.625,-8.598792
1411813529.00,180.2,10.870,283.8800,1.1,1.6,1.9,-0.019531,0.021484,0.0039063,-0.54688,-0.035156,9.7539,-5.25,-39.5,-49.625,-8.598917
1411813531.00,179.3,11.503,281.8100,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.58984,-0.019531,9.8984,-5.5,-39.25,-49.75,-8.599182
1411813532.00,179.3,11.122,281.0000,1.0,1.5,1.8,-0.021484,0.017578,0.0019531,-0.64844,0.19531,10.0859,-5.375,-39.375,-49.75,-8.599315
1411813533.00,179.3,10.793,281.9100,1.0,1.5,1.8,-0.017578,0.017578,0.0019531,-0.65625,-0.03125,10.1719,-5.375,-39.5,-49.625,-8.599445
1411813534.00,179.4,10.417,280.6600,1.0,1.5,1.8,-0.019531,0.015625,0.0019531,-0.69531,-0.027344,10.1914,-5.375,-39.5,-49.5,-8.599570
1411813535.00,179.1,10.279,275.8000,1.0,1.5,1.8,-0.019531,0.013672,0.0039063,-0.63281,0.0625,10.1211,-5.25,-39.25,-49.375,-8.599693
1411813537.00,178.2,10.063,275.9400,1.0,1.5,1.8,-0.015625,0.011719,0.0019531,-0.55859,0.046875,10.0117,-5.5,-39.375,-49.375,-8.599935
1411813538.00,176.9,9.455,276.1900,1.0,1.5,1.8,-0.017578,0.015625,0.0019531,-0.60156,-0.011719,9.8711,-5.375,-39.375,-49.25,-8.600050
1411813539.00,175.8,8.319,277.9500,1.1,1.5,1.9,-0.019531,0.015625,0.0039063,-0.60156,-0.011719,9.8711,-5.375,-39.25,-49.375,-8.600155
1411813539.00,175.4,8.319,277.9500,1.0,1.4,1.7,-0.019531,0.015625,0.0039063,-0.57813,0.13672,10.0664,-5.25,-39.5,-49.375,-8.600155
1411813541.00,175.2,5.474,270.7400,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.56641,-0.089844,10.1484,-5.5,-39.25,-49.5,-8.600317
1411813542.00,174.8,6.178,233.5300,0.9,1.3,1.6,-0.015625,0.015625,0.0019531,-0.55078,-0.0039063,10.0977,-5.25,-39.125,-49.625,-8.600380
1411813543.00,173.9,6.518,214.4700,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.44922,-0.027344,10.0234,-5.25,-39.25,-49.875,-8.600430
1411813543.00,173.7,6.518,214.4700,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.38281,-0.027344,10.0195,-5.25,-39.375,-50.0,-8.600430
1411813545.00,173.5,6.811,192.1000,0.9,1.3,1.6,-0.013672,0.013672,0.0039063,-0.49219,-0.054688,9.7734,-5.25,-39.125,-50.125,-8.600478
1411813547.00,173.7,7.408,182.7000,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.51563,0.011719,9.8672,-5.375,-39.375,-50.25,-8.600490
1411813548.00,174.3,6.868,193.7800,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.57422,0.16016,10.0586,-5.375,-39.375,-50.0,-8.600503
1411813549.00,174.8,7.027,193.2700,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.59375,-0.11719,10.1563,-5.375,-39.0,-50.0,-8.600525
1411813550.00,175.9,8.144,191.2400,1.0,1.4,1.7,-0.015625,0.015625,0.0019531,-0.58594,-0.0625,10.1484,-5.375,-39.0,-50.0,-8.600547
1411813552.00,177.1,9.960,196.5700,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.58594,0.074219,10.0195,-5.375,-39.0,-50.25,-8.600607
1411813552.00,176.0,9.960,196.5700,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.51563,0.0078125,10.0195,-5.375,-39.0,-50.125,-8.600607
1411813554.00,176.0,9.399,196.4800,1.0,1.4,1.7,-0.015625,0.011719,0.0019531,-0.59766,0.070313,9.8086,-5.375,-39.125,-50.125,-8.600677
1411813556.00,176.1,9.466,195.2900,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.67578,0.0078125,9.8633,-5.375,-39.5,-50.125,-8.600735
1411813557.00,176.3,9.281,196.5300,1.1,1.5,1.9,-0.019531,0.015625,0.0039063,-0.62891,0.17578,9.9727,-5.25,-39.25,-50.25,-8.600767
1411813558.00,176.3,8.895,196.5300,1.5,2.0,2.5,-0.015625,0.013672,0.0039063,-0.66797,0.20703,9.9609,-5.125,-39.375,-50.5,-8.600798
1411813559.00,175.8,8.473,200.3900,1.5,2.0,2.5,-0.019531,0.017578,0.0039063,-0.62891,-0.12109,10.2695,-5.0,-39.5,-50.625,-8.600832
1411813560.00,176.0,7.840,196.6100,1.1,1.5,1.9,-0.017578,0.015625,0.0039063,-0.60938,0.0,10.1406,-4.75,-39.625,-50.5,-8.600865
1411813562.00,175.6,6.636,198.3400,1.2,1.5,1.9,-0.019531,0.015625,0.0019531,-0.49219,0.039063,10.0898,-4.75,-39.75,-50.25,-8.600917
1411813562.00,176.1,6.636,198.3400,1.7,2.3,2.9,-0.017578,0.013672,0.0039063,-0.44531,0.0078125,10.0156,-4.75,-39.375,-50.25,-8.600917
1411813564.00,177.0,5.685,201.2900,1.1,1.6,2.0,-0.015625,0.015625,0.0039063,-0.51953,0.023438,9.7969,-4.625,-39.125,-50.375,-8.600970
1411813565.00,176.4,5.412,199.9800,0.9,1.3,1.6,-0.019531,0.021484,0.0019531,-0.51953,0.0039063,9.957,-4.75,-39.125,-50.125,-8.600993
1411813567.00,176.0,3.164,201.0200,0.9,1.3,1.6,-0.017578,0.013672,0.0039063,-0.51172,0.20313,10.0234,-4.875,-38.875,-50.125,-8.601020
1411813568.00,176.1,3.308,198.1200,1.1,1.6,2.0,-0.019531,0.017578,0.0039063,-0.58594,-0.054688,10.1445,-5.0,-38.875,-50.0,-8.601035
1411813569.00,176.4,3.822,196.4700,1.1,1.5,1.8,-0.017578,0.015625,0.0039063,-0.54297,-0.078125,10.1523,-5.25,-38.875,-49.75,-8.601050
1411813571.00,176.3,4.831,196.9100,1.1,1.5,1.8,-0.017578,0.015625,0.0019531,-0.45703,0.019531,10.0547,-5.375,-38.75,-49.625,-8.601073
1411813572.00,174.7,5.685,197.9800,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.44141,0.019531,10.0195,-5.5,-38.625,-49.5,-8.601087
1411813572.00,174.9,5.685,197.9800,0.9,1.3,1.6,-0.015625,0.0078125,0.0019531,-0.53125,-0.011719,9.8164,-5.5,-38.75,-49.5,-8.601087
1411813574.00,175.3,6.101,193.8200,0.9,1.3,1.6,-0.017578,0.017578,0.0039063,-0.61719,-0.10156,9.8633,-5.625,-38.625,-49.375,-8.601133
1411813576.00,176.8,7.264,197.2900,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.63672,0.078125,9.9297,-5.375,-38.375,-49.625,-8.601180
1411813577.00,177.2,8.108,193.9000,1.1,1.5,1.8,-0.0078125,-0.0058594,0.0019531,-0.60938,0.10156,10.1289,-5.5,-38.625,-49.5,-8.601207
1411813577.00,177.8,8.108,193.9000,1.1,1.5,1.8,-0.023438,0.029297,0.0039063,-0.66406,-0.17188,10.2656,-5.625,-38.375,-49.375,-8.601207
1411813579.00,177.5,9.816,193.1400,1.1,1.5,1.8,-0.013672,0.0097656,0.0039063,-0.79688,-0.03125,10.2227,-5.75,-38.5,-49.375,-8.601265
1411813580.00,176.8,9.810,192.0500,1.1,1.5,1.8,-0.021484,0.015625,0.0039063,-0.41016,0.03125,10.0,-5.625,-38.5,-49.375,-8.601292
1411813581.00,176.7,9.780,199.1400,1.0,1.5,1.8,-0.017578,0.013672,0.0039063,-0.67969,-0.046875,10.0,-5.5,-38.625,-49.375,-8.601327
1411813582.00,176.6,9.924,197.1900,1.1,1.5,1.8,-0.015625,0.011719,0.0039063,-0.64453,0.089844,9.7148,-5.25,-38.75,-49.5,-8.601363
1411813583.00,176.2,9.841,194.7900,1.1,1.5,1.8,-0.021484,0.017578,0.0039063,-0.61328,-0.0039063,9.9453,-5.125,-39.0,-49.5,-8.601395
1411813583.00,175.5,9.841,194.7900,1.0,1.5,1.8,-0.013672,0.011719,0.0019531,-0.60938,0.21875,10.0195,-5.25,-39.375,-49.375,-8.601395
1411813585.00,175.4,9.450,196.3300,1.0,1.5,1.8,-0.019531,0.017578,0.0019531,-0.60156,-0.019531,10.0391,-5.125,-39.125,-49.375,-8.601458
1411813586.00,175.6,9.389,196.5200,1.0,1.5,1.8,-0.015625,0.015625,0.0019531,-0.59766,-0.074219,10.2852,-5.0,-39.375,-49.625,-8.601493
1411813587.00,176.2,9.378,196.2700,1.0,1.5,1.8,-0.015625,0.013672,0.0039063,-0.49609,0.097656,10.0469,-4.875,-39.5,-49.75,-8.601528
1411813588.00,177.2,9.265,195.6800,1.0,1.5,1.8,-0.019531,0.013672,0.0019531,-0.47656,0.019531,10.0195,-5.125,-39.5,-49.625,-8.601560
1411813589.00,178.0,9.075,196.2800,1.0,1.5,1.8,-0.015625,0.013672,0.0039063,-0.47266,0.0625,9.8555,-5.25,-39.5,-49.875,-8.601592
1411813590.00,178.3,8.920,196.8700,1.0,1.5,1.8,-0.019531,0.015625,0.0019531,-0.48828,-0.011719,9.8398,-5.25,-39.5,-50.0,-8.601623
1411813591.00,178.4,8.910,196.1800,1.0,1.5,1.8,-0.017578,0.013672,0.0019531,-0.53125,0.12109,9.8477,-5.125,-39.25,-50.125,-8.601653
1411813592.00,178.5,8.828,196.4600,1.1,1.5,1.8,-0.017578,0.013672,0.0039063,-0.42969,0.10938,10.0391,-4.875,-39.0,-50.125,-8.601683
1411813593.00,178.5,8.653,195.8700,1.0,1.5,1.8,-0.017578,0.017578,0.0039063,-0.53906,-0.11719,10.1914,-4.875,-39.125,-50.25,-8.601712
1411813594.00,178.6,8.457,195.5700,1.0,1.5,1.8,-0.015625,0.015625,0.0019531,-0.52734,-0.050781,10.1211,-4.75,-39.25,-50.125,-8.601738
1411813594.00,179.0,8.457,195.5700,1.0,1.5,1.8,-0.023438,0.015625,0.0019531,-0.47656,-0.011719,10.0742,-4.75,-39.25,-50.0,-8.601738
1411813597.00,178.8,7.079,196.0700,1.0,1.5,1.8,-0.017578,0.015625,0.0,-0.51172,0.039063,9.9375,-4.625,-39.25,-50.125,-8.601817
1411813597.00,179.1,7.079,196.0700,1.0,1.5,1.8,-0.015625,0.011719,0.0019531,-0.62109,0.011719,9.6992,-4.75,-39.5,-50.0,-8.601817
1411813599.00,179.4,7.624,193.3400,1.0,1.5,1.8,-0.019531,0.017578,0.0019531,-0.58203,-0.054688,9.8789,-5.0,-39.75,-50.0,-8.601858
1411813600.00,179.4,7.922,200.0200,1.0,1.5,1.8,-0.015625,0.013672,0.0019531,-0.65625,0.21094,9.9922,-5.375,-39.625,-50.0,-8.601888
1411813602.00,179.6,8.725,197.3500,1.0,1.5,1.8,-0.019531,0.015625,0.0019531,-0.6875,0.0,10.1836,-5.625,-39.625,-49.875,-8.601950
1411813603.00,179.4,9.085,205.6700,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.6875,-0.09375,10.207,-5.625,-39.625,-49.625,-8.601992
1411813604.00,179.4,9.672,197.9600,1.0,1.5,1.8,-0.015625,0.013672,0.0039063,-0.64844,0.11719,10.1211,-5.625,-39.375,-49.5,-8.602035
1411813606.00,180.5,10.186,195.0600,1.2,1.6,2.0,-0.021484,0.015625,0.0039063,-0.53125,0.0,10.1133,-5.5,-39.25,-49.5,-8.602102
1411813607.00,180.8,9.975,196.0900,1.2,1.6,2.0,-0.015625,0.011719,0.0039063,-0.5625,0.058594,9.9023,-5.625,-39.125,-49.375,-8.602133
1411813608.00,181.6,9.548,196.5500,1.2,1.6,2.0,-0.019531,0.015625,0.0039063,-0.57422,-0.035156,9.8594,-5.375,-38.875,-49.25,-8.602167
1411813608.00,182.9,9.548,196.5500,1.1,1.5,1.8,-0.017578,0.017578,0.0039063,-0.57031,0.066406,9.9414,-5.125,-38.875,-49.125,-8.602167
1411813611.00,183.3,9.070,197.0200,1.4,1.6,2.1,-0.017578,0.011719,0.0019531,-0.60547,0.16797,10.1055,-5.125,-38.875,-48.875,-8.602262
1411813612.00,184.0,9.039,196.9800,1.1,1.5,1.8,-0.017578,0.017578,0.0019531,-0.58984,-0.089844,10.2813,-5.0,-38.875,-49.0,-8.602295
1411813613.00,184.5,9.677,197.2200,1.2,1.6,2.0,-0.015625,0.015625,0.0039063,-0.50391,-0.039063,10.1719,-4.875,-38.75,-49.125,-8.602330
1411813614.00,184.3,9.774,196.4500,1.2,1.6,2.0,-0.019531,0.013672,0.0019531,-0.46094,0.019531,10.0898,-4.75,-38.875,-49.25,-8.602362
1411813616.00,183.6,9.620,195.2600,1.1,1.5,1.8,-0.017578,0.013672,0.0019531,-0.42578,-0.023438,9.9492,-4.625,-38.875,-49.25,-8.602420
1411813617.00,182.7,9.636,196.9600,1.1,1.5,1.8,-0.015625,0.011719,0.0039063,-0.48828,-0.011719,9.7852,-4.625,-38.875,-49.375,-8.602450
1411813618.00,182.2,9.661,196.4600,1.0,1.5,1.8,-0.019531,0.019531,0.0039063,-0.48438,-0.019531,9.8477,-4.625,-38.875,-49.25,-8.602483
1411813619.00,181.7,9.589,197.5200,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.54688,0.17969,9.9609,-4.75,-38.75,-49.25,-8.602515
1411813620.00,180.9,9.455,197.5000,0.9,1.3,1.6,-0.017578,0.017578,0.0039063,-0.61328,-0.035156,10.1719,-4.625,-38.75,-49.125,-8.602548
1411813621.00,180.7,9.430,196.9500,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.59766,-0.03125,10.168,-4.625,-38.75,-49.0,-8.602580
1411813622.00,179.7,9.332,195.9700,1.0,1.4,1.7,-0.019531,0.015625,0.0039063,-0.54688,0.085938,10.0898,-4.5,-38.875,-49.25,-8.602612
1411813623.00,179.1,9.491,196.7500,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.55469,0.0078125,10.0039,-4.625,-38.875,-49.375,-8.602643
1411813624.00,177.8,9.363,194.0600,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.53516,0.035156,9.7305,-4.625,-39.0,-49.5,-8.602668
1411813626.00,177.7,9.733,194.1600,1.4,1.9,2.4,-0.017578,0.015625,0.0039063,-0.64063,-0.0078125,9.8398,-4.625,-39.125,-49.5,-8.602727
1411813627.00,177.3,9.795,193.5000,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.66016,0.14453,9.9453,-4.625,-39.25,-49.75,-8.602757
1411813628.00,177.2,9.404,191.7700,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.69531,0.21875,10.0078,-4.75,-39.375,-49.875,-8.602780
1411813629.00,177.0,9.605,192.8100,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.61719,-0.097656,10.1719,-4.75,-39.625,-50.125,-8.602803
1411813630.00,177.1,9.188,192.4400,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.62109,-0.0078125,10.1328,-4.625,-39.5,-50.375,-8.602827
1411813631.00,176.4,7.701,195.2200,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.51953,0.027344,10.1406,-4.875,-39.375,-50.5,-8.602850
1411813632.00,176.0,6.677,196.4800,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.45703,-0.058594,9.9219,-4.875,-39.375,-50.5,-8.602873
1411813633.00,175.3,5.865,197.7200,0.9,1.3,1.6,-0.015625,0.0097656,0.0039063,-0.52734,-0.070313,9.7734,-5.125,-39.25,-50.5,-8.602897
1411813634.00,174.9,4.882,197.1500,1.1,1.5,1.8,-0.019531,0.021484,0.0019531,-0.55859,-0.019531,9.9648,-5.25,-39.125,-50.625,-8.602917
1411813635.00,170.8,3.755,199.3700,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.60156,0.23047,10.0898,-5.125,-39.25,-50.5,-8.602933
1411813637.00,167.6,1.574,198.6300,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.57422,-0.078125,10.1523,-4.875,-39.375,-50.25,-8.602938
1411813638.00,165.9,0.617,193.2900,0.9,1.3,1.6,-0.015625,0.015625,0.0019531,-0.52734,-0.10547,10.0938,-5.0,-39.25,-50.125,-8.602940
1411813639.00,164.1,0.340,184.0700,0.9,1.3,1.6,-0.015625,0.015625,0.0019531,-0.46875,-0.0039063,10.0469,-5.25,-39.625,-50.25,-8.602938
1411813640.00,160.6,0.057,125.1900,1.1,1.5,1.8,-0.017578,0.013672,0.0019531,-0.41797,-0.046875,10.0156,-5.25,-39.625,-49.875,-8.602937
1411813642.00,158.5,0.087,145.9700,1.1,1.5,1.8,-0.013672,0.011719,0.0019531,-0.54688,0.070313,9.8242,-5.375,-39.625,-49.75,-8.602933
1411813643.00,157.3,0.051,100.2200,0.9,1.3,1.6,-0.021484,0.017578,0.0039063,-0.5625,-0.078125,9.8398,-5.375,-39.625,-49.75,-8.602933
1411813644.00,156.7,0.036,90.1400,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.61328,0.023438,9.9414,-5.375,-39.625,-49.75,-8.602935
1411813646.00,155.5,0.051,109.4200,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.58984,0.15234,9.9922,-5.5,-39.5,-49.625,-8.602937
